date,open,high,low,close,volume,wap,count
2020-05-14,2794.54,2852.8,2766.64,2852.5,5651130000.0,0.0,22045.0
2020-05-15,2829.95,2865.01,2816.78,2863.7,5507700000.0,0.0,21654.0
2020-05-18,2913.86,2968.09,2913.86,2953.91,6373670000.0,0.0,21114.0
2020-05-19,2948.59,2964.21,2922.35,2922.94,4984330000.0,0.0,21070.0
2020-05-20,2953.63,2980.29,2953.63,2971.61,5005380000.0,0.0,21073.0
2020-05-21,2969.95,2978.5,2938.57,2948.51,4976620000.0,0.0,21160.0
2020-05-22,2948.05,2956.76,2933.59,2955.45,3970860000.0,0.0,20303.0
2020-05-26,3004.08,3021.72,2988.17,2991.77,5848500000.0,0.0,20954.0
2020-05-27,3015.65,3036.25,2969.75,3036.13,6398000000.0,0.0,21640.0
2020-05-28,3046.61,3068.67,3023.4,3029.73,5447020000.0,0.0,21236.0
2020-05-29,3025.17,3049.17,2998.61,3044.31,7297550000.0,0.0,21622.0
2020-06-01,3038.78,3062.18,3031.54,3055.73,4684170000.0,0.0,20563.0
2020-06-02,3064.78,3081.07,3051.64,3080.82,5197150000.0,0.0,20551.0
2020-06-03,3098.9,3130.94,3098.9,3122.87,6005560000.0,0.0,20674.0
2020-06-04,3111.56,3128.91,3090.41,3112.35,6451290000.0,0.0,21263.0
2020-06-05,3163.84,3211.72,3163.84,3193.93,8639300000.0,0.0,21627.0
2020-06-08,3199.92,3233.13,3196.0,3232.39,8498300000.0,0.0,20765.0
2020-06-09,3213.32,3222.71,3193.11,3207.18,6410930000.0,0.0,21043.0
2020-06-10,3213.42,3223.27,3181.49,3190.14,6598870000.0,0.0,21698.0
2020-06-11,3123.53,3123.53,2999.49,3002.1,7037320000.0,0.0,22471.0
2020-06-12,3071.04,3088.42,2984.47,3041.31,5845330000.0,0.0,22522.0
2020-06-15,2993.76,3079.76,2965.66,3066.59,5757480000.0,0.0,22072.0
2020-06-16,3131.0,3153.45,3076.06,3124.74,5845810000.0,0.0,22146.0
2020-06-17,3136.13,3141.16,3108.03,3113.49,4560450000.0,0.0,20955.0
2020-06-18,3101.64,3120.0,3093.51,3115.34,4448690000.0,0.0,20945.0
2020-06-19,3140.29,3155.53,3083.11,3097.74,8346650000.0,0.0,21598.0
2020-06-22,3094.42,3120.92,3079.39,3117.86,4686690000.0,0.0,20953.0
2020-06-23,3138.7,3154.9,3127.12,3131.29,4711850000.0,0.0,20934.0
2020-06-24,3114.4,3115.01,3032.13,3050.33,5597680000.0,0.0,22079.0
2020-06-25,3046.6,3086.25,3024.01,3083.76,4847690000.0,0.0,21488.0
2020-06-26,3073.2,3073.73,3004.63,3009.05,8107850000.0,0.0,21869.0
2020-06-29,3018.59,3053.89,2999.74,3053.24,4473970000.0,0.0,21117.0
2020-06-30,3050.2,3111.51,3047.83,3100.29,4705850000.0,0.0,20970.0
2020-07-01,3105.92,3128.44,3101.17,3115.86,4449230000.0,0.0,21089.0
2020-07-02,3143.64,3165.81,3124.52,3130.01,4197720000.0,0.0,20950.0
2020-07-06,3155.29,3182.59,3155.29,3179.72,4759160000.0,0.0,21046.0
2020-07-07,3166.44,3184.15,3142.93,3145.32,4571330000.0,0.0,21066.0
2020-07-08,3153.07,3171.8,3136.53,3169.94,4937310000.0,0.0,21286.0
2020-07-09,3176.17,3179.78,3115.7,3152.05,4843650000.0,0.0,21602.0
2020-07-10,3152.47,3186.82,3136.22,3185.04,4524190000.0,0.0,21011.0
2020-07-13,3205.08,3235.32,3149.43,3155.22,4902440000.0,0.0,21895.0
2020-07-14,3141.11,3200.95,3127.66,3197.52,4507140000.0,0.0,21960.0
2020-07-15,3225.98,3238.28,3200.76,3226.56,4686830000.0,0.0,21820.0
2020-07-16,3208.36,3220.39,3198.59,3215.57,3972860000.0,0.0,21358.0
2020-07-17,3224.21,3233.52,3205.65,3224.73,4012850000.0,0.0,20674.0
2020-07-20,3224.29,3258.61,3215.16,3251.84,3979340000.0,0.0,20811.0
2020-07-21,3268.52,3277.29,3247.77,3257.3,4556610000.0,0.0,21403.0
2020-07-22,3254.86,3279.32,3253.1,3276.02,4267160000.0,0.0,20839.0
2020-07-23,3271.64,3279.99,3222.66,3235.66,4296760000.0,0.0,21949.0
2020-07-24,3218.58,3227.26,3200.05,3215.63,3689410000.0,0.0,21639.0
2020-07-27,3219.84,3241.43,3214.25,3239.41,3970310000.0,0.0,20758.0
2020-07-28,3234.27,3243.72,3216.17,3218.44,4053180000.0,0.0,20760.0
2020-07-29,3227.22,3264.74,3227.22,3258.44,4478200000.0,0.0,20567.0
2020-07-30,3231.76,3250.92,3204.13,3246.22,4264920000.0,0.0,21413.0
2020-07-31,3270.45,3272.17,3220.26,3271.12,5007530000.0,0.0,21809.0
2020-08-03,3288.26,3302.73,3284.53,3294.61,4438940000.0,0.0,21221.0
2020-08-04,3289.92,3306.84,3286.37,3306.51,4414380000.0,0.0,21025.0
2020-08-05,3317.37,3330.77,3317.37,3327.77,4535060000.0,0.0,20355.0
2020-08-06,3323.17,3351.03,3318.14,3349.16,4278930000.0,0.0,21006.0
2020-08-07,3340.05,3352.54,3328.72,3351.28,4110030000.0,0.0,21529.0
2020-08-10,3356.04,3363.29,3335.44,3360.47,4327920000.0,0.0,21286.0
2020-08-11,3370.34,3381.01,3326.44,3333.69,4880540000.0,0.0,21399.0
2020-08-12,3355.46,3387.89,3355.46,3380.35,3772250000.0,0.0,21104.0
2020-08-13,3372.95,3387.24,3363.35,3373.43,3438730000.0,0.0,20928.0
2020-08-14,3368.66,3378.51,3361.64,3372.85,3200060000.0,0.0,20507.0
2020-08-17,3380.86,3387.59,3379.22,3381.99,3460330000.0,0.0,19814.0
2020-08-18,3387.04,3395.06,3370.15,3389.78,3669550000.0,0.0,20430.0
2020-08-19,3392.51,3399.54,3369.66,3374.85,3679480000.0,0.0,20666.0
2020-08-20,3360.48,3390.8,3354.69,3385.51,3431040000.0,0.0,20529.0
2020-08-21,3386.01,3399.96,3379.31,3397.16,3505010000.0,0.0,20913.0
2020-08-24,3418.09,3432.09,3413.13,3431.28,3743410000.0,0.0,21430.0
2020-08-25,3435.95,3444.21,3425.84,3443.62,3627650000.0,0.0,20734.0
2020-08-26,3449.97,3481.07,3444.15,3478.73,3780530000.0,0.0,21252.0
2020-08-27,3485.14,3501.38,3468.35,3484.55,3955890000.0,0.0,21716.0
2020-08-28,3494.69,3509.23,3484.32,3508.01,3868510000.0,0.0,20993.0
2020-08-31,3509.73,3514.77,3493.25,3500.31,4348280000.0,0.0,21622.0
2020-09-01,3507.44,3528.03,3494.6,3526.65,4101490000.0,0.0,21416.0
2020-09-02,3543.76,3588.11,3535.23,3580.84,4295640000.0,0.0,21992.0
2020-09-03,3564.74,3564.85,3427.41,3455.06,4911830000.0,0.0,22699.0
2020-09-04,3453.6,3479.15,3349.63,3426.96,4438720000.0,0.0,22766.0
2020-09-08,3371.88,3379.97,3329.27,3331.84,4694330000.0,0.0,22526.0
2020-09-09,3369.82,3424.77,3366.84,3398.96,3932520000.0,0.0,21962.0
2020-09-10,3412.56,3425.55,3329.25,3339.19,4208630000.0,0.0,22450.0
2020-09-11,3352.7,3368.95,3310.47,3340.97,3710090000.0,0.0,22286.0
2020-09-14,3363.56,3402.93,3363.56,3383.54,3839580000.0,0.0,21832.0
2020-09-15,3407.73,3419.48,3389.25,3401.2,4057190000.0,0.0,21595.0
2020-09-16,3411.23,3428.92,3384.45,3385.49,4718900000.0,0.0,21655.0
2020-09-17,3346.86,3375.17,3328.82,3357.01,4379840000.0,0.0,22139.0
2020-09-18,3357.38,3362.27,3292.4,3319.47,7076400000.0,0.0,21999.0
2020-09-21,3285.57,3285.57,3229.1,3281.06,4836070000.0,0.0,22217.0
2020-09-22,3295.75,3320.31,3270.95,3315.57,3974510000.0,0.0,21842.0
2020-09-23,3320.11,3323.35,3232.57,3236.92,4378650000.0,0.0,22028.0
2020-09-24,3226.14,3278.7,3209.45,3246.59,4601920000.0,0.0,22088.0
2020-09-25,3236.66,3306.88,3228.44,3298.46,3803330000.0,0.0,21629.0
2020-09-28,3333.9,3360.74,3332.91,3351.6,3950910000.0,0.0,21387.0
2020-09-29,3350.92,3357.92,3327.54,3335.47,3661590000.0,0.0,21222.0
2020-09-30,3341.21,3393.56,3340.47,3363.0,4738640000.0,0.0,21637.0
2020-10-01,3385.87,3397.18,3361.39,3380.8,4076340000.0,0.0,21695.0
2020-10-02,3338.94,3369.1,3323.69,3348.42,3975180000.0,0.0,21846.0
2020-10-05,3367.27,3409.57,3367.27,3408.6,3692720000.0,0.0,20653.0
2020-10-06,3408.74,3431.56,3354.54,3360.97,4453390000.0,0.0,21385.0
2020-10-07,3384.56,3426.26,3384.56,3419.44,3814750000.0,0.0,20848.0
2020-10-08,3434.28,3447.28,3428.15,3446.83,3867640000.0,0.0,20663.0
2020-10-09,3459.67,3482.34,3458.07,3477.14,3944090000.0,0.0,20626.0
2020-10-12,3500.02,3549.85,3499.61,3534.22,3435760000.0,0.0,21633.0
2020-10-13,3534.01,3534.01,3500.86,3511.93,3611100000.0,0.0,21906.0
2020-10-14,3515.47,3527.94,3480.55,3488.67,3858510000.0,0.0,21517.0
2020-10-15,3453.72,3489.08,3440.89,3483.34,3724550000.0,0.0,21268.0
2020-10-16,3493.5,3515.76,3480.45,3483.81,4688030000.0,0.0,21072.0
2020-10-19,3493.66,3502.42,3419.93,3426.92,4091080000.0,0.0,21533.0
2020-10-20,3439.38,3476.93,3435.65,3443.12,3917850000.0,0.0,21621.0
2020-10-21,3439.91,3464.86,3433.06,3435.56,4103960000.0,0.0,21530.0
2020-10-22,3438.5,3460.53,3415.34,3453.49,4172060000.0,0.0,21334.0
2020-10-23,3464.9,3466.46,3440.45,3465.39,3651600000.0,0.0,20855.0
2020-10-26,3441.42,3441.42,3364.86,3400.97,4002210000.0,0.0,21768.0
2020-10-27,3403.15,3409.51,3388.71,3390.68,3962400000.0,0.0,21341.0
2020-10-28,3342.48,3342.48,3268.89,3271.03,5139970000.0,0.0,21927.0
2020-10-29,3277.17,3341.05,3259.82,3310.11,4911860000.0,0.0,21798.0
2020-10-30,3293.59,3304.93,3233.94,3269.96,4843930000.0,0.0,22232.0
2020-11-02,3296.2,3330.14,3279.74,3310.24,4314690000.0,0.0,21872.0
2020-11-03,3336.25,3389.49,3336.25,3369.16,4241380000.0,0.0,21626.0
2020-11-04,3406.46,3486.25,3405.17,3443.44,4790400000.0,0.0,22134.0
2020-11-05,3485.74,3529.05,3485.74,3510.45,4858150000.0,0.0,21677.0
2020-11-06,3508.34,3521.58,3484.34,3509.44,4842460000.0,0.0,21432.0
2020-11-09,3583.04,3645.99,3547.48,3550.5,8570510000.0,0.0,22480.0
2020-11-10,3543.26,3557.22,3511.91,3545.53,6037470000.0,0.0,22328.0
2020-11-11,3563.22,3581.16,3557.0,3572.66,4635560000.0,0.0,21307.0
2020-11-12,3562.67,3569.02,3518.58,3537.01,4909660000.0,0.0,21574.0
2020-11-13,3552.57,3593.66,3552.57,3585.15,4719580000.0,0.0,21082.0
2020-11-16,3600.16,3628.51,3600.16,3626.91,5295510000.0,0.0,21084.0
2020-11-17,3610.31,3623.11,3588.68,3609.53,4812180000.0,0.0,21016.0
2020-11-18,3612.09,3619.09,3567.33,3567.79,5284810000.0,0.0,20948.0
2020-11-19,3559.41,3585.22,3543.84,3581.87,4363370000.0,0.0,21030.0
2020-11-20,3579.31,3581.23,3556.85,3557.54,4236370000.0,0.0,20351.0
2020-11-23,3566.82,3589.81,3552.77,3577.59,5057550000.0,0.0,21108.0
2020-11-24,3594.52,3642.31,3594.52,3635.41,6280290000.0,0.0,21204.0
2020-11-25,3635.5,3635.5,3617.76,3629.65,4910440000.0,0.0,20712.0
2020-11-27,3638.55,3644.31,3629.33,3638.35,2778390000.0,0.0,11264.0
2020-11-30,3634.18,3634.18,3594.39,3621.63,6308410000.0,0.0,21234.0
2020-12-01,3645.87,3678.45,3645.87,3662.45,5418480000.0,0.0,21273.0
2020-12-02,3653.78,3670.96,3644.84,3669.01,5041250000.0,0.0,20886.0
2020-12-03,3668.28,3682.73,3657.17,3666.72,5065340000.0,0.0,20689.0
2020-12-04,3670.94,3699.2,3670.94,3699.12,5099620000.0,0.0,20391.0
2020-12-07,3694.73,3697.41,3678.88,3691.96,4804500000.0,0.0,20401.0
2020-12-08,3683.05,3708.45,3678.83,3702.25,4584390000.0,0.0,20526.0
2020-12-09,3705.98,3712.39,3660.54,3672.82,5232800000.0,0.0,21615.0
2020-12-10,3659.13,3678.49,3645.18,3668.1,4658480000.0,0.0,21155.0
2020-12-11,3656.08,3665.91,3633.4,3663.46,4375470000.0,0.0,21050.0
2020-12-14,3675.27,3697.61,3645.84,3647.49,4623850000.0,0.0,21111.0
2020-12-15,3666.41,3695.29,3659.62,3694.62,4387080000.0,0.0,20982.0
2020-12-16,3696.25,3711.27,3688.57,3701.17,4067040000.0,0.0,20839.0
2020-12-17,3713.65,3725.12,3710.87,3722.48,4192810000.0,0.0,20380.0
2020-12-18,3722.39,3726.7,3685.84,3709.41,7097100000.0,0.0,20774.0
2020-12-21,3684.28,3702.9,3636.48,3694.92,4748580000.0,0.0,21449.0
2020-12-22,3698.08,3698.26,3676.16,3687.26,4053310000.0,0.0,21388.0
2020-12-23,3693.42,3711.24,3689.28,3690.01,3779160000.0,0.0,20469.0
2020-12-24,3694.03,3703.82,3689.32,3703.06,1883780000.0,0.0,11308.0
2020-12-28,3723.03,3740.51,3723.03,3735.36,3535460000.0,0.0,20817.0
2020-12-29,3750.01,3756.12,3723.31,3727.04,3393290000.0,0.0,21084.0
2020-12-30,3736.19,3744.63,3730.21,3732.04,3154850000.0,0.0,20553.0
2020-12-31,3733.27,3760.2,3726.88,3756.07,3179040000.0,0.0,20639.0
2021-01-04,3764.61,3769.99,3662.71,3700.65,5015000000.0,0.0,22007.0
2021-01-05,3698.02,3737.83,3695.07,3726.86,4591020000.0,0.0,21248.0
2021-01-06,3712.2,3783.04,3705.34,3748.14,6064110000.0,0.0,21840.0
2021-01-07,3764.71,3811.55,3764.71,3803.79,5099160000.0,0.0,21170.0
2021-01-08,3815.05,3826.69,3783.6,3824.68,4773040000.0,0.0,21768.0
2021-01-11,3803.14,3817.86,3789.02,3799.61,4465430000.0,0.0,21473.0
2021-01-12,3801.62,3810.78,3776.51,3801.19,4994950000.0,0.0,21475.0
2021-01-13,3802.23,3820.96,3791.5,3809.84,4602510000.0,0.0,21073.0
2021-01-14,3814.98,3823.6,3792.86,3795.54,5198480000.0,0.0,21181.0
2021-01-15,3788.73,3788.73,3749.62,3768.25,5369820000.0,0.0,21611.0
2021-01-19,3781.88,3804.53,3780.37,3798.91,5014440000.0,0.0,21114.0
2021-01-20,3816.22,3859.75,3816.22,3851.85,4566190000.0,0.0,21104.0
2021-01-21,3857.46,3861.45,3845.05,3853.07,4501760000.0,0.0,21047.0
2021-01-22,3844.24,3852.31,3830.41,3841.47,5110890000.0,0.0,21143.0
2021-01-25,3851.68,3859.23,3797.16,3855.36,7000840000.0,0.0,22095.0
2021-01-26,3862.96,3870.9,3847.78,3849.62,6137500000.0,0.0,21413.0
2021-01-27,3836.83,3836.83,3732.48,3750.77,9976520000.0,0.0,22410.0
2021-01-28,3755.75,3830.5,3755.75,3787.38,6992770000.0,0.0,22281.0
2021-01-29,3778.05,3778.05,3694.12,3714.24,6643370000.0,0.0,22426.0
2021-02-01,3731.17,3784.32,3725.62,3773.86,5436230000.0,0.0,21866.0
2021-02-02,3791.84,3843.09,3791.84,3826.31,5514090000.0,0.0,21237.0
2021-02-03,3840.27,3847.51,3816.68,3830.17,4864870000.0,0.0,21476.0
2021-02-04,3836.66,3872.42,3836.66,3871.74,4879240000.0,0.0,20912.0
2021-02-05,3878.3,3894.56,3874.93,3886.83,4879470000.0,0.0,20993.0
2021-02-08,3892.59,3915.77,3892.59,3915.59,4648360000.0,0.0,20838.0
2021-02-09,3910.49,3918.35,3902.64,3911.23,4568320000.0,0.0,20638.0
2021-02-10,3920.78,3931.5,3884.94,3909.88,4837070000.0,0.0,21352.0
2021-02-11,3916.4,3925.99,3890.39,3916.38,4590960000.0,0.0,21167.0
2021-02-12,3911.65,3937.23,3905.78,3934.83,4135060000.0,0.0,20676.0
2021-02-16,3939.61,3950.43,3923.85,3932.59,5058990000.0,0.0,21178.0
2021-02-17,3918.5,3933.61,3900.43,3931.33,4730650000.0,0.0,21332.0
2021-02-18,3915.86,3921.98,3885.03,3913.97,4793650000.0,0.0,21201.0
2021-02-19,3921.16,3930.41,3903.07,3906.71,4845320000.0,0.0,21261.0
2021-02-22,3885.55,3902.92,3874.71,3876.5,5917100000.0,0.0,21438.0
2021-02-23,3857.07,3895.98,3805.59,3881.37,6296610000.0,0.0,22276.0
2021-02-24,3873.71,3928.65,3859.6,3925.43,6012790000.0,0.0,21825.0
2021-02-25,3915.8,3925.02,3814.04,3829.34,6547470000.0,0.0,22496.0
2021-02-26,3839.66,3861.08,3789.54,3811.15,6526070000.0,0.0,22458.0
2021-03-01,3842.51,3914.5,3842.51,3901.82,5114820000.0,0.0,21543.0
2021-03-02,3903.64,3906.41,3868.57,3870.29,5536010000.0,0.0,21667.0
2021-03-03,3863.99,3874.47,3818.86,3819.72,6173660000.0,0.0,22176.0
2021-03-04,3818.53,3843.67,3723.34,3768.47,7195400000.0,0.0,22726.0
2021-03-05,3793.58,3851.69,3730.19,3841.94,6851070000.0,0.0,22688.0
2021-03-08,3844.39,3881.06,3819.25,3821.35,5871710000.0,0.0,22310.0
2021-03-09,3851.93,3903.76,3851.93,3875.44,5513560000.0,0.0,21856.0
2021-03-10,3891.99,3917.35,3885.73,3898.81,5847380000.0,0.0,22112.0
2021-03-11,3915.54,3960.27,3915.54,3939.34,5312880000.0,0.0,21423.0
2021-03-12,3924.52,3944.99,3915.21,3943.34,4476280000.0,0.0,21362.0
2021-03-15,3942.96,3970.08,3923.54,3968.94,4900100000.0,0.0,21151.0
2021-03-16,3973.59,3981.04,3953.44,3962.71,4613080000.0,0.0,21541.0
2021-03-17,3949.57,3983.87,3935.74,3974.12,4561660000.0,0.0,21750.0
2021-03-18,3953.5,3969.62,3910.86,3915.46,5118590000.0,0.0,21791.0
2021-03-19,3913.14,3930.12,3886.75,3913.1,7757420000.0,0.0,21781.0
2021-03-22,3916.48,3955.31,3914.16,3940.59,4316260000.0,0.0,21297.0
2021-03-23,3937.6,3949.13,3901.57,3910.52,4669010000.0,0.0,21719.0
2021-03-24,3919.93,3942.08,3889.07,3889.14,4783020000.0,0.0,21765.0
2021-03-25,3879.34,3919.54,3853.5,3909.52,4948340000.0,0.0,22119.0
2021-03-26,3917.12,3978.19,3917.12,3974.54,5483160000.0,0.0,21824.0
2021-03-29,3969.31,3981.83,3943.25,3971.09,4628180000.0,0.0,21692.0
2021-03-30,3963.34,3968.01,3944.35,3958.55,4121510000.0,0.0,21341.0
2021-03-31,3967.25,3994.41,3966.98,3972.89,4578050000.0,0.0,21132.0
2021-04-01,3992.78,4020.63,3992.78,4019.87,4162130000.0,0.0,20850.0
2021-04-05,4034.44,4083.42,4034.44,4077.91,4005030000.0,0.0,21046.0
2021-04-06,4075.57,4086.23,4068.14,4073.94,4081270000.0,0.0,21006.0
2021-04-07,4074.29,4083.13,4068.31,4079.95,4120810000.0,0.0,20909.0
2021-04-08,4089.95,4098.19,4082.54,4097.17,3907100000.0,0.0,20491.0
2021-04-09,4096.11,4129.48,4095.51,4128.8,3640390000.0,0.0,20555.0
2021-04-12,4124.71,4131.76,4114.82,4127.99,3588900000.0,0.0,20903.0
2021-04-13,4130.1,4148.0,4124.43,4141.59,3734720000.0,0.0,20723.0
2021-04-14,4141.58,4151.69,4120.87,4124.66,3985350000.0,0.0,21250.0
2021-04-15,4139.76,4173.49,4139.76,4170.42,4033420000.0,0.0,21021.0
2021-04-16,4174.14,4191.31,4170.75,4185.47,4163820000.0,0.0,20571.0
2021-04-19,4179.8,4180.81,4150.47,4163.26,3810290000.0,0.0,21345.0
2021-04-20,4159.18,4159.18,4118.38,4134.94,4342650000.0,0.0,21426.0
2021-04-21,4128.42,4175.02,4126.35,4173.42,3887250000.0,0.0,20806.0
2021-04-22,4170.46,4179.57,4123.69,4134.98,4245140000.0,0.0,21436.0
2021-04-23,4138.78,4194.17,4138.78,4180.17,3569880000.0,0.0,20637.0
2021-04-26,4185.03,4194.19,4182.36,4187.62,3748320000.0,0.0,20547.0
2021-04-27,4188.25,4193.35,4176.22,4186.72,3710700000.0,0.0,20614.0
2021-04-28,4185.14,4201.53,4181.78,4183.18,3787360000.0,0.0,21139.0
2021-04-29,4206.14,4218.78,4176.81,4211.47,4298680000.0,0.0,21485.0
2021-04-30,4198.1,4198.1,4174.85,4181.17,4300880000.0,0.0,21372.0
2021-05-03,4191.98,4209.39,4188.03,4192.66,4070220000.0,0.0,21134.0
2021-05-04,4179.04,4179.04,4128.59,4164.66,4452460000.0,0.0,21670.0
2021-05-05,4177.06,4187.72,4160.94,4167.59,4230920000.0,0.0,21108.0
2021-05-06,4169.14,4202.7,4147.33,4201.62,4511000000.0,0.0,21388.0
2021-05-07,4210.34,4238.04,4201.64,4232.6,4016080000.0,0.0,21064.0
2021-05-10,4228.29,4236.39,4188.13,4188.43,4560700000.0,0.0,21409.0
2021-05-11,4150.34,4162.04,4111.53,4152.1,4870710000.0,0.0,21912.0
2021-05-12,4130.55,4134.73,4056.88,4063.04,4733070000.0,0.0,22002.0
2021-05-13,4074.99,4131.58,4074.99,4112.5,4779540000.0,0.0,22012.0
2021-05-14,4129.58,4183.13,4129.58,4173.85,4008880000.0,0.0,20767.0
2021-05-17,4169.92,4171.92,4142.69,4163.29,4125050000.0,0.0,21412.0
2021-05-18,4165.94,4169.15,4125.99,4127.83,4398150000.0,0.0,20938.0
2021-05-19,4098.45,4116.93,4061.41,4115.68,4247450000.0,0.0,21941.0
2021-05-20,4121.97,4172.8,4121.97,4159.12,3978880000.0,0.0,20984.0
2021-05-21,4168.61,4188.72,4151.72,4155.86,3995250000.0,0.0,20898.0
2021-05-24,4170.16,4209.52,4170.16,4197.05,3684800000.0,0.0,20157.0
2021-05-25,4205.94,4213.42,4182.52,4188.13,4182250000.0,0.0,20826.0
2021-05-26,4191.59,4202.61,4184.11,4195.99,4420890000.0,0.0,20134.0
2021-05-27,4201.94,4213.38,4197.78,4200.88,6406310000.0,0.0,20239.0
2021-05-28,4210.77,4218.36,4203.57,4204.11,4649250000.0,0.0,20082.0
2021-06-01,4216.52,4234.12,4197.59,4202.04,5074670000.0,0.0,20361.0
2021-06-02,4206.82,4217.37,4198.27,4208.12,5833670000.0,0.0,20451.0
2021-06-03,4191.43,4204.39,4167.93,4192.85,5587970000.0,0.0,20840.0
2021-06-04,4206.05,4233.45,4206.05,4229.89,4139790000.0,0.0,19820.0
2021-06-07,4229.34,4232.34,4215.66,4226.52,4476920000.0,0.0,20504.0
2021-06-08,4233.81,4236.74,4208.41,4227.26,4659620000.0,0.0,20447.0
2021-06-09,4232.99,4237.09,4218.74,4219.55,4713260000.0,0.0,20067.0
2021-06-10,4228.56,4249.74,4220.34,4239.18,4408210000.0,0.0,20500.0
2021-06-11,4242.9,4248.38,4232.25,4247.44,3815010000.0,0.0,19625.0
2021-06-14,4248.31,4255.59,4234.07,4255.15,4151200000.0,0.0,20129.0
2021-06-15,4255.28,4257.16,4238.35,4246.59,4048940000.0,0.0,20093.0
2021-06-16,4248.87,4251.89,4202.45,4223.7,4538350000.0,0.0,21062.0
2021-06-17,4220.37,4232.29,4196.05,4221.86,5312680000.0,0.0,21436.0
2021-06-18,4204.78,4204.78,4164.4,4166.45,6817010000.0,0.0,21340.0
2021-06-21,4173.4,4226.24,4173.4,4224.79,4128950000.0,0.0,20867.0
2021-06-22,4224.61,4255.84,4217.27,4246.44,3828390000.0,0.0,20430.0
2021-06-23,4249.27,4256.6,4241.43,4241.84,3730350000.0,0.0,20116.0
2021-06-24,4256.97,4271.28,4256.97,4266.49,3816660000.0,0.0,20506.0
2021-06-25,4274.45,4286.12,4271.16,4280.7,7341450000.0,0.0,19819.0
2021-06-28,4284.9,4292.14,4274.67,4290.61,4147890000.0,0.0,20293.0
2021-06-29,4293.21,4300.52,4287.04,4291.8,3707150000.0,0.0,20072.0
2021-06-30,4290.65,4302.43,4287.96,4297.5,4266040000.0,0.0,19914.0
2021-07-01,4300.73,4320.66,4300.73,4319.94,3788230000.0,0.0,20042.0
2021-07-02,4326.6,4355.43,4326.6,4352.34,3225840000.0,0.0,19987.0
2021-07-06,4356.46,4356.46,4314.37,4343.54,4309570000.0,0.0,20951.0
2021-07-07,4351.01,4361.88,4329.79,4358.13,4037380000.0,0.0,21059.0
2021-07-08,4321.07,4330.88,4289.37,4320.82,4347500000.0,0.0,21495.0
2021-07-09,4329.38,4371.6,4329.38,4369.55,3531120000.0,0.0,20225.0
2021-07-12,4372.41,4386.68,4364.03,4384.63,3384460000.0,0.0,20232.0
2021-07-13,4381.07,4392.37,4366.92,4369.21,3695430000.0,0.0,20952.0
2021-07-14,4380.11,4393.68,4362.36,4374.3,4006370000.0,0.0,21109.0
2021-07-15,4369.02,4369.02,4340.7,4360.03,3905230000.0,0.0,21342.0
2021-07-16,4367.43,4375.09,4322.53,4327.16,3985700000.0,0.0,21122.0
2021-07-19,4296.4,4296.4,4233.13,4258.49,5157660000.0,0.0,22062.0
2021-07-20,4265.11,4336.84,4262.05,4323.06,4438270000.0,0.0,21225.0
2021-07-21,4331.13,4359.7,4331.13,4358.69,3810280000.0,0.0,20676.0
2021-07-22,4361.27,4369.87,4350.06,4367.48,3358300000.0,0.0,20725.0
2021-07-23,4381.2,4415.18,4381.2,4411.79,4540070000.0,0.0,20518.0
2021-07-26,4409.58,4422.73,4405.45,4422.3,4275630000.0,0.0,20477.0
2021-07-27,4416.38,4416.38,4372.51,4401.46,4241950000.0,0.0,21667.0
2021-07-28,4402.95,4415.47,4387.01,4400.64,4215290000.0,0.0,21600.0
2021-07-29,4403.59,4429.97,4403.59,4419.15,4044600000.0,0.0,20712.0
2021-07-30,4395.12,4412.25,4389.65,4395.26,3956740000.0,0.0,21017.0
2021-08-02,4406.86,4422.18,4384.81,4387.16,3724090000.0,0.0,21112.0
2021-08-03,4392.74,4423.79,4373.0,4423.15,3965190000.0,0.0,21173.0
2021-08-04,4415.95,4416.17,4400.23,4402.66,4260760000.0,0.0,21057.0
2021-08-05,4408.86,4429.76,4408.86,4429.1,3769410000.0,0.0,20214.0
2021-08-06,4429.07,4440.82,4429.07,4436.52,3451870000.0,0.0,20072.0
2021-08-09,4437.77,4439.39,4424.74,4432.35,3449280000.0,0.0,20003.0
2021-08-10,4435.79,4445.21,4430.03,4436.75,3886610000.0,0.0,20471.0
2021-08-11,4442.18,4449.44,4436.42,4442.41,3532560000.0,0.0,20520.0
2021-08-12,4446.08,4461.77,4435.96,4460.83,3375310000.0,0.0,19984.0
2021-08-13,4464.84,4468.37,4460.82,4468.0,3016470000.0,0.0,19555.0
2021-08-16,4461.65,4480.26,4437.66,4479.71,3370640000.0,0.0,20747.0
2021-08-17,4462.12,4462.12,4417.83,4448.08,3836960000.0,0.0,21525.0
2021-08-18,4440.94,4454.32,4397.59,4400.27,3755590000.0,0.0,21152.0
2021-08-19,4382.44,4418.61,4367.73,4405.8,4398410000.0,0.0,21772.0
2021-08-20,4410.56,4444.35,4406.8,4441.67,3652610000.0,0.0,20904.0
2021-08-23,4450.29,4489.88,4450.29,4479.53,3576530000.0,0.0,20238.0
2021-08-24,4484.4,4492.81,4482.28,4486.23,3979220000.0,0.0,19892.0
2021-08-25,4490.45,4501.71,4485.66,4496.19,3444700000.0,0.0,20107.0
2021-08-26,4493.75,4495.9,4468.99,4470.0,3263980000.0,0.0,20518.0
